"alpha_1_2","alpha_2_1"
0.390909216858116,0.396627579735826
0.391177094213039,0.396222617251107
0.391177094213039,0.396222617251107
0.391621309056565,0.397171290641236
0.392134293085996,0.398472645138104
0.391556545125263,0.397968061238212
0.390941511983984,0.398245080540531
0.390775272065906,0.39830705292254
0.392100598171814,0.398556844420579
0.391536950773323,0.397989924956025
0.391081091139908,0.397718583933054
0.390856991104571,0.397011637261128
0.390476592846931,0.397120846476725
0.390476592846931,0.397120846476725
0.390501957161306,0.396389168394356
0.390026463621143,0.397034797013957
0.390112213684325,0.397504324916526
0.390014806588437,0.398236453737734
0.390014806588437,0.398236453737734
0.390946099980969,0.398535902464388
0.391098702515095,0.39821352875913
0.391720130737385,0.397787104432868
0.391644460001491,0.398787251205575
0.392187486402104,0.39776584392008
0.391451225181268,0.397632910838983
0.391646660547378,0.397624268139908
0.391748455252509,0.397653388497678
0.391907805565673,0.39785716271375
0.391135755878482,0.397383494864963
0.391135755878482,0.397383494864963
0.391135755878482,0.397383494864963
0.390617097910221,0.396548132341698
0.389602039720046,0.397367235486901
0.390554132032854,0.397748352569558
0.39101987259899,0.396560450984605
0.391018428501331,0.396560493506661
0.390978896714617,0.396960482768893
0.391033161807456,0.397556011683073
0.391051844051658,0.39656403590164
0.391260301627289,0.397213003664452
0.3921045094273,0.398409703379754
0.391991713725927,0.397955709775916
0.391661256238466,0.398379027381871
0.393301710248632,0.398567179638267
0.393301710248632,0.398567179638267
0.393301710248632,0.398567179638267
0.392738500913768,0.39958110351417
0.392738500913768,0.39958110351417
0.392412477460003,0.398329781765286
0.392445083365341,0.399456946907223
0.393658507279562,0.399778536373297
0.391852286965204,0.399112077669947
0.392883017672879,0.399677910274995
0.393337264614752,0.399905325083654
0.393703261917816,0.400669692449379
0.393050814022685,0.399340568684506
0.393269008683797,0.399103202812511
0.394436499126111,0.399257433541317
0.393325494947272,0.398160903260816
0.393410164888955,0.399167902755309
0.393410164888955,0.399167902755309
0.394596647624242,0.398817805317411
0.393964866519651,0.398513271568827
0.394494297832495,0.398856218141557
0.393570302833497,0.398879459781428
0.393570302833497,0.398879459781428
0.394685927557946,0.399576425044527
0.3946664665138,0.398693811463846
0.3946664665138,0.398693811463846
0.394478262356333,0.398633480735218
0.394408846468218,0.398439846551616
0.394654090988308,0.398956956542742
0.394466072641405,0.399165401316522
0.394132628893594,0.39836602260554
0.393784892048653,0.398499702315025
0.393337587621942,0.398641733851445
0.393086582985591,0.398385432747322
0.393097263456004,0.398991486063007
0.393097263456004,0.398991486063007
0.393219774180711,0.397371902843278
0.393219774180711,0.397371902843278
0.391552544104335,0.396842212395471
0.39154479932391,0.39754220429909
0.392116772510503,0.397384499412902
0.392116772510503,0.397384499412902
0.391962178427241,0.396699810209612
0.391654994097712,0.397728249158311
0.392112306963312,0.397387604457799
0.392123616008368,0.397357668063023
0.392087692449477,0.396950227712762
0.392087692449477,0.396950227712762
0.392087692449477,0.396950227712762
0.392447104417267,0.397120981785292
0.392388469949579,0.397660610479646
0.39257918236536,0.397151311364107
0.392768335481864,0.396261826799536
0.392641517007277,0.396137220781956
0.393096808648563,0.396248025937459
0.392631183897685,0.396995766174676
0.392621056843592,0.396517364605675
0.392353536770437,0.395310324272987
0.393041260759056,0.39546021718369
0.392614252422692,0.395198835028205
0.392308138666104,0.394896847548748
0.392796119593077,0.395629062099348
0.393223398151238,0.396075503411855
0.393256292867926,0.395494687666173
0.392916119858117,0.394916677578877
0.392759798637185,0.395491533475301
0.392759798637185,0.395491533475301
0.392710677537038,0.394510529744403
0.39293316014426,0.394300750860285
0.39293316014426,0.394300750860285
0.39293316014426,0.394300750860285
0.392781754890751,0.394380297766486
0.392999070131342,0.394743358979799
0.393432775089903,0.39408910783295
0.393933731722104,0.394937007295723
0.392689751934564,0.393344330249172
0.393017943416489,0.393610516913705
0.392862312923711,0.394746412978096
0.392367308564179,0.395163131802856
0.392498103710169,0.395418176931652
0.392299217835143,0.394476786569956
0.392567808745066,0.395846994007185
0.392364424286627,0.395721848875548
0.392534720047909,0.395802379150423
0.392468706994673,0.396686900640877
0.391509820313691,0.395432282839798
0.392084614817518,0.395855060882207
0.39261527708483,0.39594455595709
0.393523357889688,0.395911131260895
0.39370656401035,0.395081235903999
0.39387001689014,0.394711616369305
0.39387001689014,0.394711616369305
0.393928933289628,0.396037212492785
0.393694376300134,0.39593026697274
0.393984402236911,0.395250227243825
0.393302020500629,0.39507677305755
0.392488735007277,0.395678965160885
0.393231394894545,0.395166431263277
0.392658827443015,0.394875708549067
0.391956641237688,0.393844505939522
0.392498879174147,0.394578473869923
0.392236049537892,0.394059211526477
0.392138851957165,0.394452827194562
0.391622599168841,0.394334453188819
0.390927082827515,0.394551816006131
0.391515578994938,0.395743114873001
0.391643796413837,0.394891568354024
0.392197449229714,0.394955730951754
0.391351468912162,0.395506125168668
0.390660118275657,0.392868600269458
0.391077212941131,0.394427757959016
0.39011240816753,0.394225620721449
0.391093365843845,0.39491459457345
0.390300118986607,0.395661088421977
0.390127277742237,0.393858445952778
0.390554918227123,0.395484416266809
0.391034464333933,0.394495633990551
0.39112763768011,0.394885813797064
0.390968356625969,0.394559120038767
